observed_packet_detection_rate,drop_rate,total_detected,total_attacks,final_buffer_utilization,final_throughput,p,lambda,rep
0.8366666666666667,0.0,753,18,0.0,0.0,0.85,1.0,14
0.8466666666666667,0.0,381,9,0.0,0.0,0.85,1.0,15
0.858,0.0,429,11,0.0,0.0,0.85,1.0,16
0.88,0.0,528,12,0.0,0.0,0.85,1.0,17
0.828,0.0,414,10,0.0,0.0,0.85,1.0,18
0.862,0.0,431,10,0.0,0.0,0.85,1.0,19
0.8254545454545454,0.0,454,11,0.0,0.0,0.85,1.0,20
0.85,0.0,425,10,0.0,0.0,0.85,1.0,21
0.8355555555555556,0.0,376,9,0.0,0.0,0.85,1.0,22
0.868,0.0,217,5,0.0,0.0,0.85,1.0,23
0.8571428571428571,0.0,600,14,0.0,0.0,0.85,1.0,24
0.8683333333333333,0.0,521,12,0.0,0.0,0.85,1.0,25
0.874,0.0,437,10,0.0,0.0,0.85,1.0,26
0.8872727272727273,0.0,488,11,0.0,0.0,0.85,1.0,27
0.8353846153846154,0.0,543,13,0.0,0.0,0.85,1.0,28
0.8466666666666667,0.0,254,6,0.0,0.0,0.85,1.0,29
0.0,0.0,0,0,0.0,0.0,0.9,0.1,0
0.91,0.0,91,2,0.0,0.0,0.9,0.1,1
0.9066666666666666,0.0,136,3,0.0,0.0,0.9,0.1,2
0.0,0.0,0,0,0.0,0.0,0.9,0.1,3
0.0,0.0,0,0,0.0,0.0,0.9,0.1,4
0.9,0.0,90,2,0.0,0.0,0.9,0.1,5
0.94,0.0,94,2,0.0,0.0,0.9,0.1,6
0.0,0.0,0,0,0.0,0.0,0.9,0.1,7
0.9,0.0,45,1,0.0,0.0,0.9,0.1,8
0.0,0.0,0,0,0.0,0.0,0.9,0.1,9
0.98,0.0,49,1,0.0,0.0,0.9,0.1,10
0.84,0.0,42,1,0.0,0.0,0.9,0.1,11
0.0,0.0,0,0,0.0,0.0,0.9,0.1,12
0.9266666666666666,0.0,139,3,0.0,0.0,0.9,0.1,13
0.0,0.0,0,0,0.0,0.0,0.9,0.1,14
0.88,0.0,176,4,0.0,0.0,0.9,0.1,15
0.91,0.0,91,2,0.0,0.0,0.9,0.1,16
0.92,0.0,92,2,0.0,0.0,0.9,0.1,17
0.89,0.0,89,2,0.0,0.0,0.9,0.1,18
0.94,0.0,47,1,0.0,0.0,0.9,0.1,19
0.0,0.0,0,0,0.0,0.0,0.9,0.1,20
0.88,0.0,44,1,0.0,0.0,0.9,0.1,21
0.0,0.0,0,0,0.0,0.0,0.9,0.1,22
0.0,0.0,0,0,0.0,0.0,0.9,0.1,23
0.0,0.0,0,0,0.0,0.0,0.9,0.1,24
0.9266666666666666,0.0,139,3,0.0,0.0,0.9,0.1,25
0.91,0.0,91,2,0.0,0.0,0.9,0.1,26
0.86,0.0,43,1,0.0,0.0,0.9,0.1,27
0.94,0.0,47,1,0.0,0.0,0.9,0.1,28
0.92,0.0,46,1,0.0,0.0,0.9,0.1,29
0.885,0.0,354,8,0.0,0.0,0.9,0.5,0
0.91,0.0,91,2,0.0,0.0,0.9,0.5,1
0.912,0.0,228,5,0.0,0.0,0.9,0.5,2
0.9033333333333333,0.0,271,6,0.0,0.0,0.9,0.5,3
0.9145454545454546,0.0,503,11,0.0,0.0,0.9,0.5,4
0.92,0.0,276,6,0.0,0.0,0.9,0.5,5
0.9333333333333333,0.0,140,3,0.0,0.0,0.9,0.5,6
0.905,0.0,181,4,0.0,0.0,0.9,0.5,7
0.915,0.0,183,4,0.0,0.0,0.9,0.5,8
0.8963636363636364,0.0,493,11,0.0,0.0,0.9,0.5,9
0.8914285714285715,0.0,312,7,0.0,0.04096,0.9,0.5,10
0.8971428571428571,0.0,314,7,0.0,0.0,0.9,0.5,11
0.8933333333333333,0.0,268,6,0.0,0.0,0.9,0.5,12
0.908,0.0,227,5,0.0,0.0,0.9,0.5,13
0.905,0.0,181,4,0.0,0.0,0.9,0.5,14
0.904,0.0,226,5,0.0,0.0,0.9,0.5,15
0.912,0.0,228,5,0.0,0.0,0.9,0.5,16
0.924,0.0,231,5,0.0,0.0,0.9,0.5,17
0.9333333333333333,0.0,140,3,0.0,0.0,0.9,0.5,18
0.9,0.0,135,3,0.0,0.0,0.9,0.5,19
0.89,0.0,89,2,0.0,0.0,0.9,0.5,20
0.865,0.0,173,5,0.0,0.0,0.9,0.5,21
0.9,0.0,315,7,0.0,0.0,0.9,0.5,22
0.94,0.0,94,2,0.0,0.0,0.9,0.5,23
0.86,0.0,86,2,0.0,0.0,0.9,0.5,24
0.9266666666666666,0.0,139,3,0.0,0.0,0.9,0.5,25
0.92,0.0,92,2,0.0,0.0,0.9,0.5,26
0.95,0.0,190,4,0.0,0.0,0.9,0.5,27
0.9085714285714286,0.0,318,7,0.0,0.0,0.9,0.5,28
0.89,0.0,89,2,0.0,0.0,0.9,0.5,29
0.9088888888888889,0.0,409,9,0.0,0.0,0.9,1.0,0
0.8977777777777778,0.0,404,9,0.0,0.0,0.9,1.0,1
0.91,0.0,455,10,0.0,0.0,0.9,1.0,2
0.9218181818181819,0.0,507,11,0.0,0.0,0.9,1.0,3
0.91,0.0,546,12,0.0,0.0,0.9,1.0,4
0.8888888888888888,0.0,400,9,0.0,0.0,0.9,1.0,5
0.9,0.0,270,6,0.0,0.0,0.9,1.0,6
0.8981818181818182,0.0,494,11,0.0,0.0,0.9,1.0,7
0.9166666666666666,0.0,275,6,0.0,0.0,0.9,1.0,8
0.8985714285714286,0.0,629,14,0.0,0.0,0.9,1.0,9
0.875,0.0,350,8,0.0,0.0,0.9,1.0,10
0.9,0.0,765,17,0.0,0.0,0.9,1.0,11
0.8771428571428571,0.0,307,7,0.0,0.0,0.9,1.0,12
0.898,0.0,449,10,0.0,0.0,0.9,1.0,13
0.9,0.0,585,13,0.0,0.0,0.9,1.0,14
0.914,0.0,457,10,0.0,0.0,0.9,1.0,15
0.916,0.0,229,5,0.0,0.0,0.9,1.0,16
0.8733333333333333,0.0,393,9,0.0,0.0,0.9,1.0,17
0.8925,0.0,357,8,0.0,0.0,0.9,1.0,18
0.8836363636363637,0.0,486,11,0.0,0.0,0.9,1.0,19
0.88,0.0,660,15,0.0,0.0,0.9,1.0,20
0.9044444444444445,0.0,407,9,0.0,0.0,0.9,1.0,21
0.914,0.0,457,10,0.0,0.0,0.9,1.0,22
0.91,0.0,364,9,0.0,0.0,0.9,1.0,23
0.8969230769230769,0.0,583,13,0.0,0.0,0.9,1.0,24
0.888,0.0,222,5,0.0,0.0,0.9,1.0,25
0.8981818181818182,0.0,494,11,0.0,0.0,0.9,1.0,26
0.8844444444444445,0.0,398,9,0.0,0.0,0.9,1.0,27
0.9111111111111111,0.0,410,9,0.0,0.0,0.9,1.0,28
0.93,0.0,465,10,0.0,0.0,0.9,1.0,29
0.0,0.0,0,0,0.0,0.0,0.95,0.1,0
0.92,0.0,92,2,0.0,0.0,0.95,0.1,1
0.98,0.0,147,3,0.0,0.0,0.95,0.1,2
0.92,0.0,46,1,0.0,0.0,0.95,0.1,3
0.95,0.0,95,2,0.0,0.0,0.95,0.1,4
0.96,0.0,48,1,0.0,0.0,0.95,0.1,5
0.96,0.0,96,2,0.0,0.0,0.95,0.1,6
0.94,0.0,47,1,0.0,0.0,0.95,0.1,7
0.0,0.0,0,0,0.0,0.0,0.95,0.1,8
0.96,0.0,96,2,0.0,0.0,0.95,0.1,9
0.0,0.0,0,0,0.0,0.0,0.95,0.1,10
1.0,0.0,50,1,0.0,0.0,0.95,0.1,11
0.99,0.0,99,2,0.0,0.0,0.95,0.1,12
0.0,0.0,0,0,0.0,0.0,0.95,0.1,13
0.0,0.0,0,0,0.0,0.0,0.95,0.1,14
0.94,0.0,47,1,0.0,0.0,0.95,0.1,15
0.98,0.0,49,1,0.0,0.0,0.95,0.1,16
0.98,0.0,49,1,0.0,0.0,0.95,0.1,17
0.98,0.0,49,1,0.0,0.0,0.95,0.1,18
0.98,0.0,49,1,0.0,0.0,0.95,0.1,19
0.0,0.0,0,0,0.0,0.0,0.95,0.1,20
0.0,0.0,0,0,0.0,0.0,0.95,0.1,21
0.0,0.0,0,0,0.0,0.0,0.95,0.1,22
0.97,0.0,97,2,0.0,0.0,0.95,0.1,23
0.96,0.0,96,2,0.0,0.0,0.95,0.1,24
0.0,0.0,0,0,0.0,0.0,0.95,0.1,25
0.88,0.0,88,2,0.0,0.0,0.95,0.1,26
0.94,0.0,94,2,0.0,0.0,0.95,0.1,27
0.98,0.0,49,1,0.0,0.0,0.95,0.1,28
0.96,0.0,48,1,0.0,0.0,0.95,0.1,29
0.95,0.0,190,4,0.0,0.0,0.95,0.5,0
0.9333333333333333,0.0,420,9,0.0,0.0,0.95,0.5,1
0.9657142857142857,0.0,338,7,0.0,0.0,0.95,0.5,2
0.9428571428571428,0.0,330,7,0.0,0.0,0.95,0.5,3
0.96,0.0,96,2,0.0,0.008192,0.95,0.5,4
0.9466666666666667,0.0,142,3,0.0,0.0,0.95,0.5,5
0.964,0.0,241,5,0.0,0.0,0.95,0.5,6
0.93,0.0,93,2,0.0,0.04096,0.95,0.5,7
0.952,0.0,238,5,0.0,0.0,0.95,0.5,8
0.94,0.0,94,2,0.0,0.0,0.95,0.5,9
0.9542857142857143,0.0,334,7,0.0,0.0,0.95,0.5,10
0.965,0.0,193,4,0.0,0.0,0.95,0.5,11
0.9542857142857143,0.0,334,7,0.0,0.0,0.95,0.5,12
0.91,0.0,182,4,0.0,0.0,0.95,0.5,13
0.9509090909090909,0.0,523,11,0.0,0.0,0.95,0.5,14
0.92,0.0,230,5,0.0,0.0,0.95,0.5,15
0.95,0.0,95,2,0.0,0.0,0.95,0.5,16
0.92,0.0,46,1,0.0,0.0,0.95,0.5,17
0.96,0.0,144,3,0.0,0.0,0.95,0.5,18
0.9533333333333334,0.0,143,3,0.0,0.0,0.95,0.5,19
0.9418181818181818,0.0,518,11,0.0,0.0,0.95,0.5,20
0.9542857142857143,0.0,334,7,0.0,0.0,0.95,0.5,21
0.9733333333333334,0.0,146,3,0.0,0.0,0.95,0.5,22
0.932,0.0,233,5,0.0,0.0,0.95,0.5,23
0.95,0.0,285,6,0.0,0.0,0.95,0.5,24
0.9571428571428572,0.0,335,7,0.0,0.0,0.95,0.5,25
0.925,0.0,185,4,0.0,0.0,0.95,0.5,26
0.9666666666666667,0.0,145,3,0.0,0.0,0.95,0.5,27
0.96,0.0,480,10,0.0,0.0,0.95,0.5,28
0.9466666666666667,0.0,284,6,0.0,0.0,0.95,0.5,29
0.94,0.0,517,11,0.0,0.0,0.95,1.0,0
0.9436363636363636,0.0,519,11,0.0,0.0,0.95,1.0,1
0.955,0.0,382,8,0.0,0.0,0.95,1.0,2
0.956,0.0,239,5,0.0,0.0,0.95,1.0,3
0.9457142857142857,0.0,331,7,0.0,0.0,0.95,1.0,4
0.9525,0.0,381,8,0.0,0.0,0.95,1.0,5
0.908,0.0,227,5,0.0,0.0,0.95,1.0,6
0.9342857142857143,0.0,327,7,0.0,0.0,0.95,1.0,7
0.956,0.0,239,5,0.0,0.0,0.95,1.0,8
0.9525,0.0,381,8,0.0,0.0,0.95,1.0,9
0.9375,0.0,375,8,0.0,0.0,0.95,1.0,10
0.9483333333333334,0.0,569,12,0.0,0.0,0.95,1.0,11
0.9555555555555556,0.0,430,9,0.0,0.0,0.95,1.0,12
0.94,0.0,470,10,0.0,0.0,0.95,1.0,13
0.96,0.0,432,9,0.0,0.0,0.95,1.0,14
0.9426666666666667,0.0,707,16,0.0,0.0,0.95,1.0,15
0.9381818181818182,0.0,516,11,0.0,0.0,0.95,1.0,16
0.9657142857142857,0.0,338,7,0.0,0.0,0.95,1.0,17
0.9447058823529412,0.0,803,17,0.0,0.0,0.95,1.0,18
0.9666666666666667,0.0,290,6,0.0,0.0,0.95,1.0,19
0.938,0.0,469,10,0.0,0.0,0.95,1.0,20
0.9425,0.0,377,8,0.0,0.0,0.95,1.0,21
0.9490909090909091,0.0,522,11,0.0,0.0,0.95,1.0,22
0.9375,0.0,375,8,0.0,0.0,0.95,1.0,23
0.9516666666666667,0.0,571,12,0.0,0.0,0.95,1.0,24
0.9257142857142857,0.0,648,14,0.0,0.0,0.95,1.0,25
0.944,0.0,236,5,0.0,0.0,0.95,1.0,26
0.9533333333333334,0.0,429,9,0.0,0.0,0.95,1.0,27
0.9571428571428572,0.0,335,7,0.0,0.0,0.95,1.0,28
0.9528571428571428,0.0,667,14,0.0,0.0,0.95,1.0,29
