alpha_theoretical,alpha_fitted_mean,alpha_fitted_std,bias,bias_pct,mean_r_squared,n_fits,half_life_theory,half_life_fitted
0.1,0.09809588661693903,0.0,-0.0019041133830609708,-1.9041133830609707,0.950393737426114,2400,6.931471805599452,7.066016776693813
0.3,0.29365927890731236,5.552271966969356e-17,-0.006340721092687629,-2.113573697562543,0.9751285369849495,2400,2.3104906018664844,2.360378950527639
0.5,0.4840422227576674,1.1104543933938713e-16,-0.015957777242332605,-3.191555448466521,0.9731354810163744,2400,1.3862943611198906,1.431997350584362
