alpha_theoretical,alpha_fitted_mean,alpha_fitted_std,bias,bias_pct,mean_r_squared,n_fits,half_life_theory,half_life_fitted
0.1,0.09995917816402454,0.001071616204726628,-4.082183597546585e-05,-0.04082183597546585,0.9976595011704857,90,6.931471805599452,6.934302515198249
0.3,0.29943113178785297,0.0029003566501413685,-0.0005688682121470223,-0.18962273738234078,0.9988324053602593,90,2.3104906018664844,2.314880140956887
0.5,0.4983231947657748,0.00575508814168246,-0.0016768052342251982,-0.33536104684503965,0.9988853662789481,90,1.3862943611198906,1.3909590961057772
