lambda,expected_mean,observed_mean,observed_std,chi2_statistic,p_value,n_bins
0.5,5.0,5.222222222222222,2.4346643530187433,14.218659291103869,0.047426180184624266,8
1.0,10.0,10.166666666666666,3.399438155825297,5.760645301994078,0.7636143114869763,10
2.0,20.0,20.166666666666668,4.647700893506984,31.883209486074325,0.001442375439407505,13
